date,tavg,tmin,tmax,prcp
13-11-2006,22.7,16.5,30.4,
14-11-2006,21.9,15.2,30.4,
15-11-2006,20.3,,30.1,
16-11-2006,19.4,13,29.4,
17-11-2006,20.5,12.7,29.8,
18-11-2006,21.8,13.9,29.8,
19-11-2006,22.3,15.5,30.1,
20-11-2006,22,15.9,30.1,
21-11-2006,21.2,14.2,28.7,
22-11-2006,21.3,14.1,29.7,
23-11-2006,22,14.5,30.9,
24-11-2006,20.7,14.8,30.9,
25-11-2006,18.3,11.7,28.9,
26-11-2006,17,9.3,25.6,
27-11-2006,15.6,9.1,25.1,
28-11-2006,15.8,7.4,25.3,
29-11-2006,17.5,9.6,27.1,
30-11-2006,18.3,8.8,27.3,
01-12-2006,18.6,11.1,27.5,
02-12-2006,17.4,10.5,27.5,
03-12-2006,16.2,8,26.6,
04-12-2006,17.6,10.1,27.5,
05-12-2006,20,10.9,29.6,
06-12-2006,21.5,14.5,29.6,
